,DRR022925,DRR237582,ERR232406,ERR232408,ERR232409,ERR232411,ERR232412,ERR232413,ERR232414,ERR232417,ERR232418,ERR232420,ERR232421,ERR232422,ERR232429,ERR232430,ERR232431,ERR232432,ERR232437,ERR232438,ERR232440,ERR232441,ERR769510.1,SRR12894196,SRR2954803.1,SRR4002443.1,SRR5676587.1,SRR617720.1,SRR617722.1,SRR617734.1,SRR617745.1,SRR6434917.1,SRR7418924.1,SRR7418926.1,SRR7418928.1,SRR7418930.1,SRR7418934.1,SRR7418935.1,SRR7418936.1,SRR7418938.1,SRR7418939.1,SRR7418941.1,SRR7418942.1,SRR7418944.1,SRR7418947.1,SRR7418949.1,SRR8759697.1,SRR9067511.1
Afu4g13900,95.3,95.3,100.0,95.3,95.3,95.5,95.3,95.1,95.3,95.3,95.3,95.1,95.3,95.3,95.5,95.3,95.3,95.3,95.3,95.5,95.5,95.3,95.3,95.3,95.7,95.3,95.3,95.3,95.3,95.7,95.3,95.3,95.7,95.7,95.7,95.7,95.3,95.3,95.3,95.3,95.3,100.0,95.3,95.5,95.5,95.3,95.3,95.5
Afu4g13910,99.6,99.4,100.0,96.3,99.4,99.4,99.4,96.1,99.6,99.4,99.6,99.6,99.4,99.4,96.0,99.6,99.6,99.6,96.2,99.4,96.0,99.6,99.4,99.4,96.1,96.0,99.6,99.4,96.0,96.0,99.4,99.4,96.0,99.6,99.4,96.2,99.4,99.4,99.6,96.2,99.4,96.6,96.2,99.4,99.4,99.4,99.6,99.2
Afu4g13920,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.5,100.0,100.0,99.5
Afu4g13930,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.6,100.0,100.0,100.0,100.0,99.6,99.6,100.0,100.0,100.0,98.9,99.8,100.0,100.0,100.0,98.9,100.0,100.0,98.9,98.9,98.9,98.9,100.0,99.8,100.0,100.0,100.0,100.0,100.0,99.4,99.6,100.0,100.0,100.0
Afu4g13940,99.8,99.4,99.9,99.4,99.3,99.0,99.3,99.4,99.4,99.4,99.4,99.9,99.4,99.4,99.1,99.4,99.4,99.9,99.9,99.1,99.0,99.9,99.3,99.4,99.2,99.5,99.9,99.4,99.4,99.2,99.4,99.4,99.1,99.1,99.2,99.1,99.4,99.1,99.4,99.9,99.4,100.0,99.4,99.1,99.1,99.4,99.4,99.5
Afu4g13950,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g13960,99.7,99.7,100.0,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.4,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.4,99.7,99.7,99.7,99.7,99.4,99.7,99.7,99.4,99.4,99.4,99.4,99.7,99.7,99.7,99.7,99.7,100.0,99.7,99.7,99.7,99.7,99.7,99.7
Afu4g13970,90.4,92.4,98.5,86.9,90.4,88.4,92.4,88.4,90.9,92.4,86.9,86.9,92.4,87.4,90.4,86.9,90.9,86.9,90.9,92.4,92.4,86.9,91.4,87.4,88.9,86.9,90.9,92.4,88.4,84.8,87.4,92.4,88.9,84.8,88.9,88.9,88.4,90.4,90.9,86.9,88.4,98.5,90.9,86.4,90.4,92.4,90.9,92.4
Afu4g13980,97.4,0.0,0.0,97.4,97.4,97.4,97.4,97.4,0.0,97.4,0.0,0.0,97.4,94.7,97.4,97.4,97.4,97.4,97.4,0.0,97.4,97.4,0.0,97.4,97.4,97.4,97.4,0.0,97.4,97.4,97.4,97.4,97.4,0.0,0.0,97.4,97.4,97.4,0.0,97.4,97.4,97.4,97.4,97.4,97.4,0.0,97.4,97.4
Afu4g13990,99.5,100.0,100.0,100.0,99.5,100.0,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,99.5,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,99.5,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14000,99.7,100.0,100.0,100.0,99.7,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.7,99.7,100.0,99.8,99.7,99.7,100.0,99.5,100.0,99.7,100.0,100.0,99.5,100.0,100.0,99.5,99.5,99.5,99.5,100.0,100.0,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8
Afu4g14010,99.2,98.8,100.0,97.7,99.6,97.3,99.2,98.8,98.8,96.9,99.6,99.6,98.8,96.9,97.7,99.6,97.7,97.3,97.7,99.2,97.3,98.8,99.2,98.8,97.3,99.6,99.2,96.9,98.8,97.3,96.9,96.9,99.2,99.2,97.3,97.3,98.8,97.7,98.8,96.9,98.8,98.1,96.9,99.6,97.7,96.9,99.6,97.3
Afu4g14020,90.3,90.3,93.1,90.3,90.3,90.5,88.6,90.3,90.3,90.3,90.3,90.2,89.5,90.3,90.3,90.3,90.3,90.5,90.3,90.5,90.5,90.5,89.4,90.3,81.1,90.3,90.5,90.3,89.5,80.8,90.3,90.3,80.8,81.1,80.1,81.0,90.3,90.5,90.3,90.5,90.3,94.6,90.3,90.5,90.5,90.3,90.3,90.5
Afu4g14030,99.4,99.4,100.0,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,98.9,99.4,99.4,99.4,99.4,98.9,99.4,99.4,98.9,98.9,98.9,98.9,99.4,99.4,99.4,99.4,99.4,100.0,99.4,99.4,99.4,99.4,99.4,99.4
Afu4g14040,100.0,99.8,100.0,97.0,97.1,97.1,97.1,99.8,100.0,100.0,99.8,99.8,97.1,96.8,100.0,99.8,97.0,100.0,99.7,100.0,97.1,97.1,99.8,96.8,96.6,99.8,100.0,100.0,100.0,97.1,96.8,97.0,97.0,76.3,97.1,97.2,97.1,97.1,100.0,97.1,100.0,100.0,97.1,100.0,97.1,96.8,99.8,100.0
Afu4g14050,99.6,99.4,100.0,99.8,99.8,99.8,99.6,99.6,99.8,99.6,99.8,99.8,99.6,99.6,99.8,99.8,99.8,99.6,99.8,99.8,99.8,99.6,99.6,99.6,95.0,99.8,98.3,99.6,99.6,98.0,99.6,99.6,95.0,95.0,98.1,95.0,99.6,99.8,99.6,99.6,99.2,100.0,99.8,99.8,55.8,99.6,99.8,99.6
Afu4g14060,91.8,94.3,97.5,92.3,92.2,92.2,92.3,94.3,89.6,94.9,91.9,100.0,96.7,93.7,91.3,92.3,92.3,91.8,100.0,91.3,92.2,92.3,91.3,93.7,90.0,100.0,91.3,93.8,93.8,90.2,96.7,95.9,90.2,89.3,89.2,90.0,92.3,91.3,91.9,92.3,93.8,92.3,100.0,92.3,92.3,94.9,91.3,94.1
Afu4g14070,99.8,99.9,100.0,99.8,99.8,99.9,99.9,99.9,99.8,99.9,99.8,99.8,99.8,99.8,99.9,99.8,99.8,99.8,99.8,99.9,99.9,98.9,99.9,99.8,98.9,99.8,99.8,99.9,99.9,98.8,99.8,99.8,98.9,98.8,98.8,98.9,99.9,99.9,99.5,99.8,99.9,99.9,99.8,99.8,99.8,99.8,99.8,99.8
Afu4g14080,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.7,100.0,99.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14085,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14090,100.0,99.8,100.0,99.8,100.0,99.5,100.0,99.5,99.6,0.0,99.8,99.7,99.6,99.8,99.3,99.7,99.8,100.0,100.0,99.5,99.8,100.0,99.8,99.8,98.8,99.8,100.0,99.8,99.8,98.8,99.8,99.8,98.8,98.8,98.8,98.8,99.8,99.5,100.0,100.0,99.8,99.8,99.8,99.5,99.5,99.8,99.8,99.5
Afu4g14100,99.5,99.5,100.0,99.5,97.0,90.7,99.6,99.5,99.5,100.0,99.5,99.5,99.5,99.6,97.1,99.5,99.5,99.5,99.5,97.1,90.7,99.5,99.6,99.6,86.3,99.5,99.5,99.6,99.6,97.5,99.5,99.5,97.5,96.3,96.3,97.5,99.5,97.1,99.6,99.5,99.6,100.0,99.5,90.2,90.7,99.6,99.4,99.5
Afu4g14110,100.0,99.5,100.0,99.5,99.5,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,100.0,99.5,99.5,100.0,99.5,99.5,100.0,99.5,100.0,99.5,98.4,99.5,99.5,99.5,99.5,98.4,100.0,99.5,98.4,98.4,98.4,98.4,99.5,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,99.5,99.5
Afu4g14120,98.6,100.0,100.0,100.0,100.0,99.5,75.5,100.0,98.6,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,100.0,99.5,99.5,100.0,100.0,100.0,98.6,100.0,98.6,100.0,100.0,98.6,100.0,100.0,98.6,98.6,98.6,98.6,100.0,99.5,100.0,100.0,99.5,100.0,98.6,99.5,99.5,100.0,100.0,99.5
Afu4g14130,99.9,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0,99.8,100.0,100.0,99.8,100.0,99.8,100.0,100.0,99.8,100.0,99.8,99.8,100.0,100.0,100.0,99.3,100.0,100.0,100.0,100.0,99.2,100.0,100.0,99.4,99.2,99.2,99.3,100.0,99.8,99.9,99.8,99.8,100.0,100.0,99.8,99.8,100.0,100.0,99.8
Afu4g14140,0.0,91.5,0.0,91.5,91.3,91.3,100.0,91.3,91.5,77.8,91.5,91.5,91.3,91.3,91.5,91.5,91.5,91.5,91.5,91.3,91.3,91.5,91.3,91.5,91.1,91.5,91.5,91.3,91.3,0.0,91.3,91.3,0.0,91.1,91.1,91.1,91.3,91.3,91.3,0.0,91.3,0.0,0.0,0.0,90.7,91.3,0.0,91.3
Afu4g14150,99.8,99.6,100.0,98.9,99.1,99.1,99.8,99.9,99.1,98.7,99.1,99.1,99.9,99.9,99.6,99.1,98.9,99.8,99.1,99.1,99.1,99.1,99.9,99.8,99.2,99.1,99.6,99.9,99.9,99.2,99.9,99.9,99.2,99.2,99.2,98.9,99.9,99.1,99.8,99.8,99.9,100.0,99.1,99.1,99.1,99.9,99.1,99.1
Afu4g14160,99.6,99.5,100.0,99.0,99.0,99.0,99.5,99.5,99.0,98.8,99.0,99.0,99.6,99.5,99.5,99.0,99.0,99.6,99.0,99.0,99.0,99.0,99.5,99.0,98.5,99.0,99.6,99.5,99.5,98.8,99.6,99.6,99.0,99.0,99.0,99.0,99.6,99.0,99.5,99.6,99.5,100.0,99.0,99.0,99.0,99.5,99.0,99.0
Afu4g14170,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5
Afu4g14175,99.3,99.3,100.0,98.7,100.0,99.3,99.3,99.3,98.7,99.3,98.7,98.7,99.3,99.3,99.3,98.7,98.7,99.3,98.7,100.0,99.3,98.7,99.3,100.0,99.3,98.7,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,98.7,99.3,98.7,99.3,98.7,98.7
Afu4g14180,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,99.1,100.0,99.6,100.0,100.0,99.1,100.0,100.0,99.1,99.1,99.1,99.1,100.0,100.0,99.6,99.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14190,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,99.8
Afu4g14200,99.5,94.6,100.0,100.0,99.0,100.0,99.5,99.5,99.0,99.5,94.9,94.9,99.8,99.5,94.9,94.9,94.9,94.6,99.0,99.0,100.0,99.0,99.5,94.9,98.5,94.9,94.6,99.5,94.6,98.8,99.5,99.5,98.8,98.8,98.8,98.8,99.5,94.9,94.6,94.6,94.6,94.9,99.0,100.0,94.9,99.5,100.0,94.6
Afu4g14205,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14210,100.0,100.0,100.0,100.0,100.0,100.0,99.4,99.4,99.4,99.4,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,99.4,100.0,100.0,99.4,99.4,100.0,95.2,100.0,100.0,99.4,100.0,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,100.0,100.0,100.0,100.0,100.0,99.4,99.7,99.7,99.4,100.0,100.0
Afu4g14220,99.9,99.9,100.0,99.7,99.7,99.9,99.6,99.6,99.3,99.6,99.9,99.9,99.9,99.4,99.9,99.9,99.7,99.9,99.4,99.6,99.9,99.4,99.6,100.0,99.4,99.9,99.9,99.6,99.9,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.4,99.7,99.9,99.9,99.9,100.0,99.4,99.4,99.6,99.6,99.9,99.9
Afu4g14230,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.6,99.8,99.6,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0
Afu4g14240,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,99.7,100.0,100.0,99.7,100.0,100.0,0.0,100.0,99.7,0.0,0.0,99.7,99.7,99.7,99.7,100.0,100.0,100.0,99.7,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0
Afu4g14250,95.7,95.9,93.4,93.4,96.1,93.4,96.1,96.1,95.9,93.4,96.1,95.9,96.1,96.1,96.1,96.1,96.1,95.9,93.2,96.1,93.4,95.9,96.1,96.1,95.2,93.2,95.9,96.1,96.1,95.5,93.4,93.4,95.5,95.5,95.5,95.5,93.4,95.9,95.9,95.9,95.9,93.4,93.2,93.4,93.4,96.1,93.4,0.0
Afu4g14260,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,100.0,89.8,99.6,99.6,99.6,99.6,89.8,99.6,99.6,89.8,89.8,89.8,99.4,99.6,99.4,99.6,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.4
Afu4g14270,0.0,0.0,0.0,0.0,100.0,0.0,98.8,98.8,98.9,99.4,98.9,99.2,0.0,98.8,0.0,98.9,0.0,0.0,0.0,100.0,0.0,98.9,98.8,98.9,96.6,99.2,0.0,98.9,98.9,96.3,0.0,0.0,97.3,0.0,97.3,96.2,0.0,99.2,0.0,0.0,98.8,0.0,0.0,100.0,100.0,98.8,0.0,98.9
Afu4g14280,98.1,98.1,100.0,98.1,99.2,98.1,98.1,98.1,98.1,99.5,98.1,99.2,98.1,95.7,95.7,98.1,98.1,98.1,98.1,99.2,98.1,98.1,98.1,100.0,98.4,99.2,98.1,98.1,98.1,98.0,98.1,98.1,98.0,98.4,98.0,98.4,98.1,99.2,98.1,98.1,98.1,98.1,98.1,99.2,99.2,98.1,98.1,98.1
Afu4g14290,99.8,99.9,100.0,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.9,99.9,99.9,99.9,99.9,100.0,98.9,99.9,99.9,99.9,99.9,98.5,99.9,99.9,98.6,98.8,98.6,0.0,99.9,99.6,99.7,99.8,99.9,100.0,99.9,99.8,97.7,99.9,99.9,99.3
Afu4g14300,99.7,99.9,100.0,100.0,100.0,100.0,99.9,99.9,100.0,100.0,100.0,97.5,100.0,99.9,100.0,100.0,100.0,99.9,99.6,100.0,100.0,99.6,99.9,100.0,99.9,97.5,99.7,100.0,100.0,99.6,100.0,100.0,99.7,100.0,99.7,0.0,100.0,100.0,99.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14310,95.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,93.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.6,94.6,0.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0
Afu4g14350,92.5,0.0,96.3,0.0,90.3,89.7,0.0,0.0,96.0,0.0,0.0,92.6,0.0,0.0,96.4,0.0,0.0,95.1,0.0,89.5,88.8,0.0,0.0,96.3,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4,92.3,92.5,0.0,96.3,95.6,96.0,96.0,0.0,0.0,0.0
Afu4g14380,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14410,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.8,100.0,100.0,93.8,100.0,93.8,100.0,93.8,100.0,100.0,93.8,93.8,100.0,100.0,100.0,0.0,100.0,0.0,93.8,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,93.8,100.0,100.0,100.0,100.0,100.0,100.0,93.8,100.0
Afu4g14420,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.7,100.0,100.0,100.0,100.0,98.7,100.0,100.0,98.7,99.1,98.7,98.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14440,86.5,83.1,82.7,80.0,84.1,84.8,82.6,83.2,83.2,82.6,80.0,83.1,82.6,83.2,84.8,80.0,80.0,86.7,83.2,84.6,84.8,84.3,84.3,83.4,79.2,83.1,83.1,82.6,83.2,78.9,83.2,82.6,82.2,78.9,78.9,78.9,83.2,83.2,86.7,86.7,82.6,83.4,84.3,83.2,74.9,83.2,80.0,82.9
Afu4g14450,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,99.8,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8
Afu4g14460,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,99.4,100.0,100.0,99.4,99.4,99.4,99.7,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14470,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.6,100.0,100.0,100.0,100.0,99.3,100.0,100.0,99.3,99.3,99.3,99.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.3,100.0,100.0,100.0
Afu4g14480,100.0,100.0,100.0,100.0,98.8,98.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.8,100.0,100.0,100.0,100.0,98.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.8
Afu4g14490,98.7,99.2,99.2,99.2,98.9,98.9,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,98.7,99.2,99.2,98.9,99.2,98.9,98.7,99.2,99.2,99.2,98.5,98.7,98.9,99.2,99.2,98.5,99.2,99.2,98.5,98.5,98.5,98.5,99.0,98.7,99.0,99.0,98.9,99.2,99.2,98.9,98.9,99.0,99.2,98.7
Afu4g14500,99.8,100.0,100.0,100.0,99.3,99.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.9,100.0,100.0,99.8,100.0,99.3,99.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.3,100.0,100.0,99.8,100.0,100.0,99.3,99.3,100.0,100.0,99.3
Afu4g14510,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,99.6,100.0,100.0,99.6,99.6,99.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14520,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,100.0,100.0,100.0,100.0,99.2,100.0,100.0,99.2,99.2,99.2,99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu4g14530,100.0,99.6,100.0,100.0,99.6,99.6,98.7,99.6,99.6,98.5,100.0,100.0,99.6,99.6,99.6,100.0,100.0,100.0,100.0,99.6,99.6,100.0,99.6,99.6,99.6,100.0,100.0,100.0,99.6,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6,100.0,99.6,100.0,100.0,99.6,99.1,99.1,100.0,100.0,99.6
Afu4g14540,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,99.7,100.0,100.0,99.0,100.0,99.7,100.0,100.0,94.6,100.0,100.0,94.6,98.7,98.7,90.7,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,100.0,99.7,100.0,100.0
Afu4g14550,99.8,99.5,100.0,99.5,0.0,99.5,99.4,0.0,99.5,0.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.8,99.5,99.5,99.5,0.0,99.5,99.5,0.0,99.5,99.5,99.5,99.5,0.0,0.0,99.5,99.5,99.5,0.0,99.5,99.5,0.0,99.8,99.8,99.8,100.0,99.5,99.3,99.5,99.5,99.5,0.0
Afu4g14560,99.7,100.0,100.0,99.9,99.7,99.6,100.0,99.9,99.9,100.0,99.9,99.9,100.0,100.0,99.6,99.9,99.9,99.9,99.8,99.6,99.6,99.6,100.0,100.0,99.8,99.9,99.9,99.8,100.0,99.8,100.0,99.8,99.8,99.8,99.8,99.8,99.2,99.6,99.9,99.9,99.9,98.8,100.0,99.7,99.7,100.0,99.9,99.9
Afu4g14570,99.7,99.8,100.0,99.8,99.7,99.5,99.7,99.7,99.5,99.5,99.8,99.8,99.8,99.4,99.5,99.8,99.8,99.5,99.7,99.5,99.5,99.7,99.4,100.0,99.4,99.8,99.7,99.8,99.8,99.4,99.7,99.8,99.4,99.0,99.4,99.4,99.8,99.7,99.5,99.5,99.5,100.0,99.8,99.7,99.3,99.8,99.8,99.7
Afu4g14580,99.6,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,99.8,100.0,99.8,99.8,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0
Afu4g14610,99.8,99.6,100.0,99.8,99.8,99.8,99.8,99.8,99.8,99.6,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.6,99.6,99.8,99.8,99.6,100.0,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.6,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.6,99.8,99.8
Afu4g14630,95.5,95.5,95.8,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.8,95.5,95.5,95.5,95.5,95.5,95.8,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.3,95.5,95.3,95.5,95.5,95.8,95.5,95.8,95.5,95.5,95.5,95.5,95.5,95.5,95.5
Afu4g14640,99.6,99.6,99.8,99.6,99.4,99.4,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.4,99.6,99.6,99.6,99.6,99.4,99.4,99.4,99.6,99.8,99.4,99.6,99.4,99.6,99.6,99.4,99.6,99.6,99.4,99.4,99.4,99.4,99.6,99.4,99.6,99.4,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6
Afu4g14650,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,99.7,99.7,99.7,99.7,100.0,100.0,99.7,100.0,99.7,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,99.7,100.0,99.7,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0
