#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,SUBSYSTEM,DATABASE-REFERENCE,GEM-REFERENCE
,R1,secretory phospholipase A2,"H2O [cytoplasm] + phosphatidylcholine [cytoplasm] --> 1-acylglycerophosphocholine [cytoplasm] + (9Z,12Z,15Z)-Octadecatrienoic acid [cytoplasm]",3.1.1.4,AFUA_2G11970 or AFUA_4G08440,0,1000,0,alpha-Linolenic acid metabolism,KEGG:R07859,
,R2005,2-Aminomuconate-reductase,NADPH [endoplasmic_reticulum] + 2-aminomuconate [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + 2-Oxoadipate [endoplasmic_reticulum] + NH3 [endoplasmic_reticulum],1.5.1.-,AFUA_5G03810,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,A. fumigatus central metabolism [1]
,R2006,Phenylacetate 2-hydroxylase,NADH [extracellular] + oxygen [extracellular] + phenylacetate [extracellular] --> H2O [extracellular] + NAD(+) [extracellular] + 2-hydroxyphenylacetate [extracellular],,AFUA_5G01710,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,A. fumigatus central metabolism [1]
,R2007,Phenylacetate 2-hydroxylase,NADH [cytoplasm] + oxygen [cytoplasm] + phenylacetate [cytoplasm] --> H2O [cytoplasm] + NAD(+) [cytoplasm] + 2-hydroxyphenylacetate [cytoplasm],,AFUA_5G01710,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,A. fumigatus central metabolism [1]
,R2008,Formylkynurenine hydrolase,H2O [cytoplasm] + L-Formylkynurenine [cytoplasm] --> L-alanine [cytoplasm] + N-formylanthranilate [cytoplasm],3.7.1.3,AFUA_2G10360 or AFUA_4G09840,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R03936,r848iLC915 [5]
,R2009,Formylkynurenine hydrolase,H2O [peroxisome] + L-Formylkynurenine [peroxisome] --> L-alanine [peroxisome] + N-formylanthranilate [peroxisome],3.7.1.3,AFUA_2G10360 or AFUA_4G09840,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R03936,r848iLC915 [5]
,R2010,L-tryptophan decarboxy-lyase,L-tryptophan [nucleus] --> CO2 [nucleus] + tryptamine [nucleus],4.1.1.28; 4.1.1.105,AFUA_3G02240,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R00685,r892AORYZAE [4]
,R2011,L-tryptophan decarboxy-lyase,L-tryptophan [cytoplasm] --> CO2 [cytoplasm] + tryptamine [cytoplasm],4.1.1.28; 4.1.1.105,AFUA_3G02240,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R00685,r892AORYZAE [4]
,R2012,Diamine transaminase,acetyl-CoA [nucleus] + spermidine [nucleus] --> coenzyme A [nucleus] + N1-acetylspermidine [nucleus],2.6.1.29,AFUA_1G16810,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,A. fumigatus central metabolism [1]
,R2013,Diamine transaminase,acetyl-CoA [cytoplasm] + spermidine [cytoplasm] --> coenzyme A [cytoplasm] + N1-acetylspermidine [cytoplasm],2.6.1.29,AFUA_1G16810,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,A. fumigatus central metabolism [1]
,R2014,"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase",Indoleglycerol phosphate [cytoplasm] <=> D-glyceraldehyde 3-phosphate [cytoplasm] + Indole [cytoplasm],4.1.2.8; 4.2.1.20,AFUA_2G13250 or AFUA_6G13520,-1000,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R02340,r913iLC915 [5]
,R2015,"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase",Indoleglycerol phosphate [mitochondrion] <=> D-glyceraldehyde 3-phosphate [mitochondrion] + Indole [mitochondrion],4.1.2.8; 4.2.1.20,AFUA_2G13250 or AFUA_6G13520,-1000,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R02340,r913iLC915 [5]
,R2016,L-serine hydro-lyase (adding indole; L-tryptophan-forming),L-serine [cytoplasm] + Indole [cytoplasm] --> H2O [cytoplasm] + L-tryptophan [cytoplasm],4.2.1.20; 4.2.1.122,AFUA_2G13250 or AFUA_6G13520,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R00674,r914iLC915 [5]
,R2017,L-serine hydro-lyase (adding indole; L-tryptophan-forming),L-serine [mitochondrion] + Indole [mitochondrion] --> H2O [mitochondrion] + L-tryptophan [mitochondrion],4.2.1.20; 4.2.1.122,AFUA_2G13250 or AFUA_6G13520,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R00674,r914iLC915 [5]
,R2018,Chorismate mutase,L-phenylalanine [mitochondrion] --> trans-cinnamate [mitochondrion] + NH3 [mitochondrion],4.3.1.24,AFUA_2G09110,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,A. fumigatus central metabolism [1]
,R2019,"Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)",oxygen [nucleus] + homogentisate [nucleus] --> 4-maleylacetoacetate [nucleus],1.13.11.5,AFUA_2G04220 or AFUA_6G10810,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R02519,r921AORYZAE [4]
,R2020,"Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)",oxygen [cytoplasm] + homogentisate [cytoplasm] --> 4-maleylacetoacetate [cytoplasm],1.13.11.5,AFUA_2G04220 or AFUA_6G10810,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R02519,r921AORYZAE [4]
,R2021,"Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)",oxygen [peroxisome] + homogentisate [peroxisome] --> 4-maleylacetoacetate [peroxisome],1.13.11.5,AFUA_2G04220 or AFUA_6G10810,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R02519,r921AORYZAE [4]
,R2022,4-Maleylacetoacetate cis-trans-isomerase,4-maleylacetoacetate [cytoplasm] <=> 4-Fumarylacetoacetate [cytoplasm],5.2.1.2,AFUA_2G04240,-1000,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R03181,r923AORYZAE [4]
,R2023,L-Kynurenine:2-oxoglutarate aminotransferase,"2-oxoglutarate [mitochondrion] + L-Kynurenine [mitochondrion] <=> L-glutamate [mitochondrion] + 4-(2-Aminophenyl)-2,4-dioxobutanoate [mitochondrion]",2.6.1.7,AFUA_4G11190,-1000,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",KEGG:R01956,r943AORYZAE [4]
,R2024,2-oxoglutarate dehydrogenase,11.0 coenzyme A [mitochondrion] + 10.0 2-Oxoadipate [mitochondrion] --> 7.0 H2O [mitochondrion] + 5.0 CO2 [mitochondrion] + 11.0 glutaryl-CoA [mitochondrion],1.2.4.2,AFUA_4G11650,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,r958AORYZAE [4]
,R2025,Tyrosyl-tRNA synthetase,7.0 ATP [mitochondrion] + 4.0 transfer RNA [mitochondrion] + 6.0 L-tyrosine [mitochondrion] --> 2.0 H2O [mitochondrion] + 8.0 diphosphate [mitochondrion] + AMP [mitochondrion] + 6.0 L-tyrosyl-tRNA(Tyr) [mitochondrion],6.1.1.1,AFUA_4G08320,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,r960AORYZAE [4]
,R2026,Phenylalanyl-tRNA synthetase,ATP [nucleus] + transfer RNA [nucleus] + L-phenylalanine [nucleus] --> diphosphate [nucleus] + AMP [nucleus] + L-Phenylalanyl-tRNA(Phe) [nucleus],6.1.1.20,AFUA_1G05620 and AFUA_2G03580 and AFUA_2G13030,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,r963AORYZAE [4]
,R2027,Phenylalanyl-tRNA synthetase,ATP [cytoplasm] + transfer RNA [cytoplasm] + L-phenylalanine [cytoplasm] --> diphosphate [cytoplasm] + AMP [cytoplasm] + L-Phenylalanyl-tRNA(Phe) [cytoplasm],6.1.1.20,AFUA_1G05620 and AFUA_2G03580 and AFUA_2G13030,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,r963AORYZAE [4]
,R2028,Phenylalanyl-tRNA synthetase,ATP [mitochondrion] + transfer RNA [mitochondrion] + L-phenylalanine [mitochondrion] --> diphosphate [mitochondrion] + AMP [mitochondrion] + L-Phenylalanyl-tRNA(Phe) [mitochondrion],6.1.1.20,AFUA_1G05620 and AFUA_2G03580 and AFUA_2G13030,0,1000,0,"Phenylalanine, tyrosine and tryptophan metabolism",,r963AORYZAE [4]
,R2029,"Caffeate:CoA ligase (AMP-forming);; 3,4-Dihydroxy-trans-cinnamate:CoA ligase (AMP-forming)",ATP [cytoplasm] + coenzyme A [cytoplasm] + Caffeate [cytoplasm] --> diphosphate [cytoplasm] + AMP [cytoplasm] + caffeoyl-CoA [cytoplasm],6.2.1.12,AFUA_1G13110,0,1000,0,Phenylpropanoid biosynthesis,KEGG:R01943,
,R2030,"Caffeate:CoA ligase (AMP-forming);; 3,4-Dihydroxy-trans-cinnamate:CoA ligase (AMP-forming)",ATP [peroxisome] + coenzyme A [peroxisome] + Caffeate [peroxisome] --> diphosphate [peroxisome] + AMP [peroxisome] + caffeoyl-CoA [peroxisome],6.2.1.12,AFUA_1G13110,0,1000,0,Phenylpropanoid biosynthesis,KEGG:R01943,
,R2031,Sinapate:CoA ligase (AMP-forming),ATP [cytoplasm] + coenzyme A [cytoplasm] + sinapate [cytoplasm] <=> diphosphate [cytoplasm] + AMP [cytoplasm] + sinapoyl-CoA [cytoplasm],6.2.1.12,AFUA_1G13110,-1000,1000,0,Phenylpropanoid biosynthesis,KEGG:R02221,
,R2032,Sinapate:CoA ligase (AMP-forming),ATP [peroxisome] + coenzyme A [peroxisome] + sinapate [peroxisome] <=> diphosphate [peroxisome] + AMP [peroxisome] + sinapoyl-CoA [peroxisome],6.2.1.12,AFUA_1G13110,-1000,1000,0,Phenylpropanoid biosynthesis,KEGG:R02221,
,R2033,beta-D-Glucosyl-2-coumarinate glucohydrolase,H2O [cytoplasm] + cis-coumarinic acid-beta-D-glucoside [cytoplasm] --> D-glucose [cytoplasm] + coumarinate [cytoplasm],3.2.1.21,AFUA_7G00240 or AFUA_6G12010 or AFUA_7G06140 or AFUA_1G16400 or AFUA_8G02100 or AFUA_6G11910 or AFUA_6G14490 or AFUA_5G07080 or AFUA_6G03570 or AFUA_6G08700 or AFUA_3G00230 or AFUA_1G14710 or AFUA_6G14600 or AFUA_5G07190 or AFUA_3G12600 or AFUA_1G17410 or AFUA_1G05770,0,1000,0,Phenylpropanoid biosynthesis,KEGG:R04998,
,R2034,4-coumarate:CoA ligase (AMP-forming),ATP [cytoplasm] + coenzyme A [cytoplasm] + 5-hydroxyferulate [cytoplasm] <=> diphosphate [cytoplasm] + AMP [cytoplasm] + 5-hydroxy-feruloyl-CoA [cytoplasm],6.2.1.12,AFUA_1G13110,-1000,1000,0,Phenylpropanoid biosynthesis,KEGG:R06583,
,R2035,4-coumarate:CoA ligase (AMP-forming),ATP [peroxisome] + coenzyme A [peroxisome] + 5-hydroxyferulate [peroxisome] <=> diphosphate [peroxisome] + AMP [peroxisome] + 5-hydroxy-feruloyl-CoA [peroxisome],6.2.1.12,AFUA_1G13110,-1000,1000,0,Phenylpropanoid biosynthesis,KEGG:R06583,
,R2036,Ferulate:CoA ligase (AMP-forming),ATP [cytoplasm] + coenzyme A [cytoplasm] + Ferulic acid [cytoplasm] --> diphosphate [cytoplasm] + AMP [cytoplasm] + trans-feruloyl-CoA [cytoplasm],6.2.1.12,AFUA_1G13110,0,1000,0,Phenylpropanoid biosynthesis,KEGG:R02194,R240ANIGER [2]
,R2037,Ferulate:CoA ligase (AMP-forming),ATP [peroxisome] + coenzyme A [peroxisome] + Ferulic acid [peroxisome] --> diphosphate [peroxisome] + AMP [peroxisome] + trans-feruloyl-CoA [peroxisome],6.2.1.12,AFUA_1G13110,0,1000,0,Phenylpropanoid biosynthesis,KEGG:R02194,R240ANIGER [2]
,R2038,esculetin-O-methyltransferase,S-adenosyl-L-methionine [cytoplasm] + esculetin [cytoplasm] <=> S-adenosyl-L-homocysteine [cytoplasm] + scopoletin [cytoplasm],2.1.1.-,AFUA_3G14110 or AFUA_1G14220 or AFUA_6G08610 or AFUA_8G00550 or AFUA_6G09720 or AFUA_4G01310 or AFUA_4G05890,-1000,1000,0,Phenylpropanoid biosynthesis,MetaCyc:RXN13473,
,R2039,scopolin beta-glucosidase,H2O [cytoplasm] + scopolin [cytoplasm] <=> beta-D-glucose [cytoplasm] + scopoletin [cytoplasm],3.2.1.21,AFUA_7G00240 or AFUA_6G12010 or AFUA_7G06140 or AFUA_1G16400 or AFUA_8G02100 or AFUA_6G11910 or AFUA_6G14490 or AFUA_5G07080 or AFUA_6G03570 or AFUA_6G08700 or AFUA_3G00230 or AFUA_1G14710 or AFUA_6G14600 or AFUA_5G07190 or AFUA_3G12600 or AFUA_1G17410 or AFUA_1G05770,-1000,1000,0,Phenylpropanoid biosynthesis,MetaCyc:RXN14179,
,R2040,beta-D-Glucosyl-2-coumarinate glucohydrolase,H2O [cytoplasm] + cis-coumarinic acid-beta-D-glucoside [cytoplasm] <=> beta-D-glucose [cytoplasm] + coumarinate [cytoplasm],3.2.1.21,AFUA_7G00240 or AFUA_6G12010 or AFUA_7G06140 or AFUA_1G16400 or AFUA_8G02100 or AFUA_6G11910 or AFUA_6G14490 or AFUA_5G07080 or AFUA_6G03570 or AFUA_6G08700 or AFUA_3G00230 or AFUA_1G14710 or AFUA_6G14600 or AFUA_5G07190 or AFUA_3G12600 or AFUA_1G17410 or AFUA_1G05770,-1000,1000,0,Phenylpropanoid biosynthesis,MetaCyc:RXN8036,
,R2041,CTP:choline-phosphate cytidylyltransferase,CTP [nucleus] + 2-Trimethylaminoethylphosphonate [nucleus] --> diphosphate [nucleus] + CMP-2-trimethylaminoethylphosphonate [nucleus],2.7.7.15,AFUA_1G09290,0,1000,0,Phosphonate and phosphinate metabolism,KEGG:R02590,
,R2042,CTP:choline-phosphate cytidylyltransferase,CTP [mitochondrion] + 2-Trimethylaminoethylphosphonate [mitochondrion] --> diphosphate [mitochondrion] + CMP-2-trimethylaminoethylphosphonate [mitochondrion],2.7.7.15,AFUA_1G09290,0,1000,0,Phosphonate and phosphinate metabolism,KEGG:R02590,
,R2043,CTP:ethanolamine-phosphate cytidylyltransferase,CTP [nucleus] + 2-aminoethylphosphonate [nucleus] <=> diphosphate [nucleus] + CMP-2-aminoethylphosphonate [nucleus],2.7.7.14,AFUA_4G05940,-1000,1000,0,Phosphonate and phosphinate metabolism,KEGG:R04247,
,R2044,CTP:ethanolamine-phosphate cytidylyltransferase,CTP [cytoplasm] + 2-aminoethylphosphonate [cytoplasm] <=> diphosphate [cytoplasm] + CMP-2-aminoethylphosphonate [cytoplasm],2.7.7.14,AFUA_4G05940,-1000,1000,0,Phosphonate and phosphinate metabolism,KEGG:R04247,
,R2045,"CMP-2-aminoethylphosphonate:1,2-diacylglycerol (2-aminoethylphosphonyl)transferase",Diacylglycerol [endoplasmic_reticulum] + CMP-2-aminoethylphosphonate [endoplasmic_reticulum] <=> CMP [endoplasmic_reticulum] + Diacylglyceryl-2-aminoethylphosphonate [endoplasmic_reticulum],2.7.8.1,AFUA_8G04940 or AFUA_3G06650,-1000,1000,0,Phosphonate and phosphinate metabolism,KEGG:R04920,
,R2046,acetyl-CoA:phosphinothricin N-acetyltransferase,acetyl-CoA [cytoplasm] + phosphinothricin [cytoplasm] <=> coenzyme A [cytoplasm] + L-N-Acetylphosphinothricin [cytoplasm],2.3.1.183,AFUA_2G17520,-1000,1000,0,Phosphonate and phosphinate metabolism,KEGG:R08938,
,R2047,acetyl-CoA:phosphinothricin N-acetyltransferase,acetyl-CoA [mitochondrion] + phosphinothricin [mitochondrion] <=> coenzyme A [mitochondrion] + L-N-Acetylphosphinothricin [mitochondrion],2.3.1.183,AFUA_2G17520,-1000,1000,0,Phosphonate and phosphinate metabolism,KEGG:R08938,
,R2048,ethanolaminephosphotransferase,Diacylglycerol [endoplasmic_reticulum] + CDP-ethanolamine [endoplasmic_reticulum] --> CMP [endoplasmic_reticulum] + Phosphatidylethanolamine [endoplasmic_reticulum],2.7.8.1; 2.7.8.2,AFUA_8G04940 or AFUA_3G06650,0,1000,0,Phosphonate and phosphinate metabolism,,ry382YCM606 [7]
,R2049,cholinephosphotransferase,Diacylglycerol [endoplasmic_reticulum] + CDP-choline [endoplasmic_reticulum] --> CMP [endoplasmic_reticulum] + phosphatidylcholine [endoplasmic_reticulum],2.7.8.1; 2.7.8.2,AFUA_8G04940 or AFUA_3G06650,0,1000,0,Phosphonate and phosphinate metabolism,,ry390YCM606 [7]
,R2050,Isomaltose 6-alpha-D-glucanohydrolase,H2O [nucleus] + isomaltose [nucleus] <=> D-glucose [nucleus] + alpha-D-glucose [nucleus],3.2.1.10,AFUA_2G11620 or AFUA_8G07070 or AFUA_7G06380,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:N34624614610RXN,
,R2051,Isomaltose 6-alpha-D-glucanohydrolase,H2O [cytoplasm] + isomaltose [cytoplasm] <=> D-glucose [cytoplasm] + alpha-D-glucose [cytoplasm],3.2.1.10,AFUA_2G11620 or AFUA_8G07070 or AFUA_7G06380,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:N34624614610RXN,
,R2052,Isomaltose 6-alpha-D-glucanohydrolase,H2O [peroxisome] + isomaltose [peroxisome] <=> D-glucose [peroxisome] + alpha-D-glucose [peroxisome],3.2.1.10,AFUA_2G11620 or AFUA_8G07070 or AFUA_7G06380,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:N34624614610RXN,
,R2053,cellobiose glucohydrolase,H2O [cytoplasm] + Cellobiose [cytoplasm] --> 2.0 D-glucose [cytoplasm],3.2.1.21; 3.2.1.74,AFUA_5G07190 or AFUA_3G00230 or AFUA_3G12600 or AFUA_6G03570 or AFUA_6G11910 or AFUA_6G12010 or AFUA_6G14490 or AFUA_6G14600 or AFUA_7G00240 or AFUA_1G14710 or AFUA_1G16400,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00306,
,R2054,cellobiose glucohydrolase,H2O [extracellular] + Cellobiose [extracellular] --> 2.0 D-glucose [extracellular],3.2.1.21; 3.2.1.74,AFUA_7G06140 or AFUA_8G02100 or AFUA_5G07080 or AFUA_6G08700 or AFUA_1G17410 or AFUA_1G05770,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00306,
,R2055,"alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase","H2O [cytoplasm] + alpha,alpha-trehalose 6-phosphate [cytoplasm] --> D-glucose [cytoplasm] + D-glucose 6-phosphate [cytoplasm]",3.2.1.93,AFUA_3G07380,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R00837,
,R2056,Isomaltose 6-alpha-D-glucanohydrolase,H2O [nucleus] + Brachiose [nucleus] --> D-glucose [nucleus] + alpha-D-glucose [nucleus],3.2.1.10,AFUA_2G11620 or AFUA_8G07070 or AFUA_7G06380,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R01718,
,R2057,Isomaltose 6-alpha-D-glucanohydrolase,H2O [cytoplasm] + Brachiose [cytoplasm] --> D-glucose [cytoplasm] + alpha-D-glucose [cytoplasm],3.2.1.10,AFUA_2G11620 or AFUA_8G07070 or AFUA_7G06380,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R01718,
,R2058,Isomaltose 6-alpha-D-glucanohydrolase,H2O [peroxisome] + Brachiose [peroxisome] --> D-glucose [peroxisome] + alpha-D-glucose [peroxisome],3.2.1.10,AFUA_2G11620 or AFUA_8G07070 or AFUA_7G06380,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R01718,
,R2059,Dextrin 6-alpha-D-glucanohydrolase,2.0 H2O [extracellular] + Dextrin [extracellular] --> 2.0 alpha-D-glucose [extracellular],3.2.1.3; 3.2.1.10,AFUA_3G00610 or AFUA_4G10140 or AFUA_7G06380 or AFUA_2G00690 or AFUA_2G11620 or AFUA_8G07070,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R01791,
,R2060,"1,4-alpha-D-Glucan:orthophosphate alpha-D-glucosyltransferase",phosphate [nucleus] + Amylose [nucleus] --> 2.0 B00001 [nucleus] + alpha-D-glucose 1-phosphate [nucleus],2.4.1.1,AFUA_1G12920,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R01821,
,R2061,"1,4-alpha-D-Glucan:orthophosphate alpha-D-glucosyltransferase",phosphate [cytoplasm] + Amylose [cytoplasm] --> 2.0 B00001 [cytoplasm] + alpha-D-glucose 1-phosphate [cytoplasm],2.4.1.1,AFUA_1G12920,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R01821,
,R2062,D-Glucoside glucohydrolase,H2O [cytoplasm] + D-Glucoside [cytoplasm] <=> alpha-D-glucose [cytoplasm] + ROH [cytoplasm],3.2.1.21,AFUA_7G00240 or AFUA_6G12010 or AFUA_1G16400 or AFUA_6G11910 or AFUA_6G14490 or AFUA_5G07080 or AFUA_6G03570 or AFUA_3G00230 or AFUA_1G14710 or AFUA_6G14600 or AFUA_5G07190 or AFUA_3G12600,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R03527,
,R2063,Sucrose 6-phosphate fructohydrolase,H2O [cytoplasm] + 6-O-Phosphonosucrose [cytoplasm] --> alpha-D-glucose 6-phosphate [cytoplasm] + beta-D-Fructose [cytoplasm],3.2.1.26,AFUA_6G05000,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R03921,
,R2064,Sucrose 6-phosphate fructohydrolase,H2O [extracellular] + 6-O-Phosphonosucrose [extracellular] --> alpha-D-glucose 6-phosphate [extracellular] + beta-D-Fructose [extracellular],3.2.1.26,AFUA_2G01240,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R03921,
,R2065,Cyanoglycoside glucohydrolase,H2O [cytoplasm] + Cyanoglucoside [cytoplasm] <=> D-glucose [cytoplasm] + Cyanohydrin [cytoplasm],3.2.1.21,AFUA_7G00240 or AFUA_6G12010 or AFUA_7G06140 or AFUA_1G16400 or AFUA_8G02100 or AFUA_6G11910 or AFUA_6G14490 or AFUA_5G07080 or AFUA_6G03570 or AFUA_6G08700 or AFUA_3G00230 or AFUA_1G14710 or AFUA_6G14600 or AFUA_5G07190 or AFUA_3G12600 or AFUA_1G17410 or AFUA_1G05770,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R04949,
,R2066,UDPglucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase,"UDP-glucose [cytoplasm] + alpha-D-glucose 6-phosphate [cytoplasm] --> UDP [cytoplasm] + alpha,alpha-trehalose 6-phosphate [cytoplasm]",2.4.1.15,(AFUA_2G04010 or AFUA_4G03190 or AFUA_5G14300 or AFUA_6G12950) and AFUA_3G05650 and (AFUA_2G04020 or AFUA_7G03940),0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",KEGG:R02737,R209ANIGER [2]
,R2067,"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase",H2O [extracellular] + maltotriose [extracellular] <=> alpha-D-glucose [extracellular] + beta-maltose [extracellular],3.2.1.20,AFUA_1G16250 or AFUA_2G11610 or AFUA_4G10150,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:RXN05183,
,R2068,XXLG xyloglucan oligosaccharide beta-galactosidase,H2O [extracellular] + XXLG xyloglucan oligosaccharide [extracellular] <=> beta-D-galactose [extracellular] + XXXG xyloglucan oligosaccharide [extracellular],3.2.1.23,AFUA_1G16700 or AFUA_1G14170 or AFUA_6G06660 or AFUA_5G14090 or AFUA_5G14550 or AFUA_3G00380,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:RXN12398,
,R2069,XLXG xyloglucan oligosaccharide beta-galactosidase,H2O [extracellular] + XLXG xyloglucan oligosaccharide [extracellular] <=> beta-D-galactose [extracellular] + XXXG xyloglucan oligosaccharide [extracellular],3.2.1.23,AFUA_1G16700 or AFUA_1G14170 or AFUA_6G06660 or AFUA_5G14090 or AFUA_5G14550 or AFUA_3G00380,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:RXN12399,
,R2070,XLLG xyloglucan oligosaccharide beta-galactosidase,2.0 H2O [extracellular] + XLLG xyloglucan oligosaccharide [extracellular] <=> 2.0 beta-D-galactose [extracellular] + XXXG xyloglucan oligosaccharide [extracellular],3.2.1.23,AFUA_1G16700 or AFUA_1G14170 or AFUA_6G06660 or AFUA_5G14090 or AFUA_5G14550 or AFUA_3G00380,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:RXN12400,
,R2071,beta-N-acetylglucosaminidase,H2O [cytoplasm] + chitotriose [cytoplasm] <=> 2-Acetamido-2-deoxy-D-glucose [cytoplasm] + chitobiose [cytoplasm],3.2.1.52,AFUA_8G04060 or AFUA_2G00640 or AFUA_3G11780,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:RXN12626,
,R2072,beta-N-acetylglucosaminidase,H2O [extracellular] + chitotriose [extracellular] <=> 2-Acetamido-2-deoxy-D-glucose [extracellular] + chitobiose [extracellular],3.2.1.52,AFUA_8G05020,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:RXN12626,
,R2073,stachyose synthase,2.0 raffinose [endoplasmic_reticulum] --> sucrose [endoplasmic_reticulum] + stachyose [endoplasmic_reticulum],2.4.1.-,AFUA_2G05340 or AFUA_7G01300 or AFUA_5G06050 or AFUA_5G00250 or AFUA_2G15910 or AFUA_6G04450 or AFUA_5G10760 or AFUA_2G14910 or AFUA_5G12160 or AFUA_4G09130 or AFUA_2G02360 or AFUA_4G11280 or AFUA_1G14140 or AFUA_5G13090 or AFUA_8G02130 or AFUA_4G10750 or AFUA_5G02740 or AFUA_6G11390 or AFUA_2G01170,0,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:RXN8287,
,R2074,"alpha,alpha-trehalase","H2O [cytoplasm] + alpha,alpha-Trehalose [cytoplasm] <=> beta-D-glucose [cytoplasm] + alpha-D-glucose [cytoplasm]",3.2.1.28,AFUA_4G13530 or AFUA_3G02280,-1000,1000,0,"Polysaccharide metabolism (Starch, Cellulose, Chitin, and Xylan)",MetaCyc:TREHALARXN,
