ID_old	ID_new	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	SUBSYSTEM
R07042KEGGR07042[c]	R141	aryl hydrocarbon hydroxylase	"(5Z,8Z,11Z,13E)-(15S)-15-hydroperoxyicosa-5,8,11,13-tetraenoate [cytoplasm] <=> 15H-11,12-EETA [cytoplasm]"	1.14.14.1	AFUA_3G09220	Arachidonic acid metabolism
R07043KEGGR07043[c]	R142	aryl hydrocarbon hydroxylase	"(5Z,8Z,11Z,13E)-(15S)-15-hydroperoxyicosa-5,8,11,13-tetraenoate [cytoplasm] <=> 11H-14,15-EETA [cytoplasm]"	1.14.14.1	AFUA_3G09220	Arachidonic acid metabolism
R07044KEGGR07044[c]	R143	aryl hydrocarbon hydroxylase	"H2O [cytoplasm] + 15H-11,12-EETA [cytoplasm] <-- 11,12,15-THETA [cytoplasm]"	1.14.14.1	AFUA_3G09220	Arachidonic acid metabolism
R07045KEGGR07045[c]	R144	"11,14,15-THETA: monooxygenase"	"H2O [cytoplasm] + 11H-14,15-EETA [cytoplasm] <-- 11,14,15-THETA [cytoplasm]"	1.14.14.1	AFUA_3G09220	Arachidonic acid metabolism
R07046KEGGR07046[c]	R145	arachidonate: monooxygenase	NADPH [cytoplasm] + oxygen [cytoplasm] + arachidonate [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + 19(S)-HETE [cytoplasm]	1.14.13.-; 1.14.14.1; 1.14.14.80; 1.14.14.-	AFUA_6G12060 or AFUA_3G09220	Arachidonic acid metabolism
R07048KEGGR07048[c]	R146	arachidonate: monooxygenase	"NADPH [cytoplasm] + oxygen [cytoplasm] + arachidonate [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + 14,15-EET [cytoplasm]"	1.14.13.-; 1.14.14.1; 1.14.14.-	AFUA_6G12060 or AFUA_3G09220	Arachidonic acid metabolism
R07050KEGGR07050[c]	R147	arachidonate: monooxygenase	"NADPH [cytoplasm] + oxygen [cytoplasm] + arachidonate [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + 11,12-EET [cytoplasm]"	1.14.13.-; 1.14.14.1; 1.14.14.-	AFUA_6G12060 or AFUA_3G09220	Arachidonic acid metabolism
R07051KEGGR07051[c]	R148	arachidonate: monooxygenase	"NADPH [cytoplasm] + oxygen [cytoplasm] + arachidonate [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid [cytoplasm]"	1.14.13.-; 1.14.14.1; 1.14.14.-	AFUA_6G12060 or AFUA_3G09220	Arachidonic acid metabolism
R07052KEGGR07052[c]	R149	arachidonate: monooxygenase	"NADPH [cytoplasm] + oxygen [cytoplasm] + arachidonate [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + 5,6-EET [cytoplasm]"	1.14.13.-; 1.14.14.1	AFUA_3G09220	Arachidonic acid metabolism
R07054KEGGR07054[c]	R150	arachidonate: monooxygenase	NADPH [cytoplasm] + oxygen [cytoplasm] + arachidonate [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + 16(R)-HETE [cytoplasm]	1.14.14.1	AFUA_3G09220	Arachidonic acid metabolism
r0707YCM606R03057[n]	R151	"(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate hydrolase"	H2O [nucleus] + leukotriene A4 [nucleus] <=> leukotriene B4 [nucleus]	3.3.2.6	AFUA_2G07520	Arachidonic acid metabolism
r0707YCM606R03057[c]	R152	"(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate hydrolase"	H2O [cytoplasm] + leukotriene A4 [cytoplasm] <=> leukotriene B4 [cytoplasm]	3.3.2.6	AFUA_2G07520	Arachidonic acid metabolism
r1038YCM606R02016[c]	R153	NADPH:oxidized-thioredoxin oxidoreductase	NADPH [cytoplasm] + Oxidized thioredoxin [cytoplasm] --> NADP(+) [cytoplasm] + Reduced thioredoxin [cytoplasm]	1.8.1.9	AFUA_4G12990	Arachidonic acid metabolism
R10115KEGGR10115[m]	R247	malonyl-[acyl-carrier protein]-methyl-ester:malonyl-[acyl-carrier protein] C-acyltransferase	Malonyl-[acyl-carrier protein] [mitochondrion] + Malonyl-[acp] methyl ester [mitochondrion] <=> CO2 [mitochondrion] + Acyl-carrier protein [mitochondrion] + 3-Ketoglutaryl-[acp] methyl ester [mitochondrion]	2.3.1.41; 2.3.1.179	AFUA_2G05760	Biotin metabolism
R10116KEGGR10116[c]	R248	3-hydroxyglutaryl-[acp]-methyl-ester:NADP+ oxidoreductase	NADPH [cytoplasm] + 3-Ketoglutaryl-[acp] methyl ester [cytoplasm] <=> NADP(+) [cytoplasm] + 3-Hydroxyglutaryl-[acp] methyl ester [cytoplasm]	1.1.1.100	AFUA_5G01040 or AFUA_2G17560 or AFUA_1G14380 or AFUA_3G10540 or AFUA_7G04980	Biotin metabolism
R10119KEGGR10119[m]	R249	glutaryl-[acp]-methyl-ester:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating)	Malonyl-[acyl-carrier protein] [mitochondrion] + Glutaryl-[acp] methyl ester [mitochondrion] <=> CO2 [mitochondrion] + Acyl-carrier protein [mitochondrion] + 3-Ketopimeloyl-[acp] methyl ester [mitochondrion]	2.3.1.41; 2.3.1.179	AFUA_2G05760	Biotin metabolism
R10120KEGGR10120[c]	R250	3-hydroxypimeloyl-[acp]-methyl-ester:NADP+ oxidoreductase	NADPH [cytoplasm] + 3-Ketopimeloyl-[acp] methyl ester [cytoplasm] <=> NADP(+) [cytoplasm] + 3-Hydroxypimeloyl-[acp] methyl ester [cytoplasm]	1.1.1.100	AFUA_5G01040 or AFUA_2G17560 or AFUA_1G14380 or AFUA_3G10540 or AFUA_7G04980	Biotin metabolism
R10124KEGGR10124[c]	R251	pimeloyl-[acyl-carrier protein]:L-alanine C-pimeloyltransferase (decarboxylating)	L-alanine [cytoplasm] + Pimeloyl-[acp] [cytoplasm] <=> CO2 [cytoplasm] + Acyl-carrier protein [cytoplasm] + 8-amino-7-oxononanoate [cytoplasm]	2.3.1.47	AFUA_3G14690 or AFUA_6G03640	Biotin metabolism
R10124KEGGR10124[p]	R252	pimeloyl-[acyl-carrier protein]:L-alanine C-pimeloyltransferase (decarboxylating)	L-alanine [peroxisome] + Pimeloyl-[acp] [peroxisome] <=> CO2 [peroxisome] + Acyl-carrier protein [peroxisome] + 8-amino-7-oxononanoate [peroxisome]	2.3.1.47	AFUA_3G14690 or AFUA_6G03640	Biotin metabolism
R114ANIGER[n]	R253	"B-ketoacyl-ACP synthase (c10,0), fatty acyl CoA synthase"	4.0 NADPH [nucleus] + 3.0 malonyl-CoA [nucleus] --> 2.0 H2O [nucleus] + 4.0 NADP(+) [nucleus] + 2.0 coenzyme A [nucleus] + 2.0 CO2 [nucleus] + pimeloyl-CoA [nucleus]	6.4.1.2; 6.3.4.1; 2.3.1.85	AFUA_2G08670	Biotin metabolism
R114ANIGER[c]	R254	"B-ketoacyl-ACP synthase (c10,0), fatty acyl CoA synthase"	4.0 NADPH [cytoplasm] + 3.0 malonyl-CoA [cytoplasm] --> 2.0 H2O [cytoplasm] + 4.0 NADP(+) [cytoplasm] + 2.0 coenzyme A [cytoplasm] + 2.0 CO2 [cytoplasm] + pimeloyl-CoA [cytoplasm]	6.4.1.2; 6.3.4.1; 2.3.1.85	AFUA_2G08670	Biotin metabolism
R600ANIGERR04385[n]	R255	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)	H2O [nucleus] + ATP [nucleus] + CO2 [nucleus] + Holo-[carboxylase] [nucleus] --> ADP [nucleus] + phosphate [nucleus] + carboxybiotin-carboxyl-carrier protein [nucleus]	6.3.4.14	AFUA_2G08670	Biotin metabolism
R600ANIGERR04385[c]	R256	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)	H2O [cytoplasm] + ATP [cytoplasm] + CO2 [cytoplasm] + Holo-[carboxylase] [cytoplasm] --> ADP [cytoplasm] + phosphate [cytoplasm] + carboxybiotin-carboxyl-carrier protein [cytoplasm]	6.3.4.14	AFUA_2G08670	Biotin metabolism
r0094YCM606R03210[c]	R257	6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating)	L-alanine [cytoplasm] + pimeloyl-CoA [cytoplasm] --> coenzyme A [cytoplasm] + CO2 [cytoplasm] + 8-amino-7-oxononanoate [cytoplasm]	2.3.1.47	AFUA_3G14690 or AFUA_6G03640	Biotin metabolism
r0146YCM606R03231[m]	R258	S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase	"S-adenosyl-L-methionine [mitochondrion] + 8-amino-7-oxononanoate [mitochondrion] <=> 7,8-diaminononanoate [mitochondrion] + S-adenosyl-4-methylthio-2-oxobutanoate [mitochondrion]"	2.6.1.62	AFUA_6G03660	Biotin metabolism
r0229YCM606[m]	R259	biotin synthase	3.0 dethiobiotin [mitochondrion] + Sulfur [mitochondrion] <=> 3.0 biotin [mitochondrion]	2.8.1.6	AFUA_6G03670	Biotin metabolism
r0230YCM606R01074[m]	R260	biotin:CoA ligase (AMP-forming); biotin:apo-[carboxylase] ligase (AMP-forming); ATP:biotin adenylyltransferase	ATP [mitochondrion] + biotin [mitochondrion] --> diphosphate [mitochondrion] + biotinyl-5'-AMP [mitochondrion]	6.2.1.11; 6.3.4.9; 6.3.4.10; 6.3.4.11; 6.3.4.15	AFUA_2G09550	Biotin metabolism
r0335YCM606R03182[m]	R261	"7,8-Diaminononanoate:carbon-dioxide cyclo-ligase"	"ATP [mitochondrion] + CO2 [mitochondrion] + 7,8-diaminononanoate [mitochondrion] <=> ADP [mitochondrion] + phosphate [mitochondrion] + dethiobiotin [mitochondrion]"	6.3.3.3	AFUA_6G03660	Biotin metabolism
r1795AORYZAE[m]	R262	Biotin synthase	3.0 S-adenosyl-L-methionine [mitochondrion] + 3.0 dethiobiotin [mitochondrion] + Sulfur [mitochondrion] --> 3.0 L-methionine [mitochondrion] + 3.0 biotin [mitochondrion] + 3.0 2'-deoxyadenosine [mitochondrion]	2.8.1.6	AFUA_6G03670	Biotin metabolism
r1797AORYZAER05145[m]	R263	Biotinyl-5'-AMP:apo-[carboxylase] ligase (AMP-forming)	biotinyl-5'-AMP [mitochondrion] + Apo-[carboxylase] [mitochondrion] --> AMP [mitochondrion] + Holo-[carboxylase] [mitochondrion]	6.3.4.9; 6.3.4.10; 6.3.4.11; 6.3.4.15	AFUA_2G09550	Biotin metabolism
r669iLC915R01078[m]	R264	dethiobiotin:sulfur sulfurtransferase	3.0 S-adenosyl-L-methionine [mitochondrion] + 3.0 dethiobiotin [mitochondrion] + Sulfur [mitochondrion] --> 3.0 L-methionine [mitochondrion] + 3.0 biotin [mitochondrion] + 3.0 5'-deoxyadenosine [mitochondrion]	2.8.1.6	AFUA_6G03670	Biotin metabolism
R02124KEGGR02124[c]	R2406	retinol:NAD+ oxidoreductase	NAD(+) [cytoplasm] + all-trans-retinol [cytoplasm] <-- NADH [cytoplasm] + all-trans-retinal [cytoplasm]	1.1.1.1; 1.1.1.105	AFUA_2G04590 or AFUA_2G01040 or AFUA_5G06240 or AFUA_7G04380 or AFUA_7G01010	Retinol metabolism
R08390KEGGR08390[c]	R2407	AGN 100335: monooxygenase	NADPH [cytoplasm] + oxygen [cytoplasm] + AGN 100335 [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + all-trans-18-Hydroxyretinoic acid [cytoplasm]	1.14.13.-; 1.14.14.1; 1.14.14.-	AFUA_6G12060 or AFUA_3G09220	Retinol metabolism
R08391KEGGR08391[c]	R2408	AGN 100335: monooxygenase	"NADPH [cytoplasm] + oxygen [cytoplasm] + AGN 100335 [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + all-trans-5,6-Epoxy-5,6-dihydroretinoic acid [cytoplasm]"	1.14.13.-; 1.14.14.1	AFUA_3G09220	Retinol metabolism
R08392KEGGR08392[c]	R2409	AGN 100335: monooxygenase	NADPH [cytoplasm] + oxygen [cytoplasm] + AGN 100335 [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + all-trans-4-Hydroxyretinoic acid [cytoplasm]	1.14.13.-; 1.14.14.1; 1.14.14.-	AFUA_6G12060 or AFUA_3G09220	Retinol metabolism
R03222KEGGR03222[m]	R2108	protoporphyrinogen-IX:oxygen oxidoreductase	3.0 oxygen [mitochondrion] + protoporphyrinogen [mitochondrion] --> 3.0 H2O2 [mitochondrion] + protoporphyrin [mitochondrion]	1.3.3.4	AFUA_6G08440	Porphyrin and chlorophyll metabolism
R03845KEGGR03845[c]	R2109	"Chlorophyllide-a:NADP+ 7,8-oxidoreductase"	NADP(+) [cytoplasm] + chlorophyllide a [cytoplasm] <=> NADPH [cytoplasm] + monovinyl protochlorophyllide a [cytoplasm]	1.3.1.33	AFUA_2G15915	Porphyrin and chlorophyll metabolism
R04993KEGGR04993[c]	R2110	Methyltransferases	6.0 H2O [cytoplasm] + 5.0 S-adenosyl-L-methionine [cytoplasm] + 2.0 demethylmenaquinone-8 [cytoplasm] <=> 5.0 S-adenosyl-L-homocysteine [cytoplasm] + 5.0 Menaquinone [cytoplasm]	2.1.1.-	AFUA_5G12100 or AFUA_3G14110 or AFUA_6G09720 or AFUA_6G09680 or AFUA_3G10140 or AFUA_4G01310 or AFUA_7G02130 or AFUA_4G13450 or AFUA_3G10710 or AFUA_4G05890 or AFUA_6G04520 or AFUA_5G06710 or AFUA_2G02750 or AFUA_1G14220 or AFUA_6G08610 or AFUA_8G00550	Porphyrin and chlorophyll metabolism
R07411KEGGR07411[m]	R2111	"(2E,6E)-farnesyl-diphosphate:protoheme IX farnesyltranstransferase"	"H2O [mitochondrion] + heme b [mitochondrion] + 2-trans,6-trans-farnesyl diphosphate [mitochondrion] --> diphosphate [mitochondrion] + Heme O [mitochondrion]"	2.5.1.141	AFUA_4G08340	Porphyrin and chlorophyll metabolism
R10057KEGGR10057[er]	R2112	"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,ferrocytochrome-b5:oxygen oxidoreductase (hydroxylating)"	"3.0 NADH [endoplasmic_reticulum] + 3.0 oxygen [endoplasmic_reticulum] + 4,4-dimethyl-5alpha-cholest-7-en-3beta-ol [endoplasmic_reticulum] --> 4.0 H2O [endoplasmic_reticulum] + 3.0 NAD(+) [endoplasmic_reticulum] + 3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate [endoplasmic_reticulum]"	1.14.18.9	AFUA_4G04820 or AFUA_2G01160 or AFUA_8G02440	Porphyrin and chlorophyll metabolism
R308ANIGERR09504[m]	R2113	ubiquinol:oxygen oxidoreductase (non-electrogenic)	oxygen [mitochondrion] + 2.0 ubiquinol [mitochondrion] --> 2.0 H2O [mitochondrion] + 2.0 Ubiquinone [mitochondrion]	1.10.3.11	AFUA_2G05060	Porphyrin and chlorophyll metabolism
r0304YCM606R03220[c]	R2114	Coproporphyrinogen:oxygen oxidoreductase(decarboxylating)	oxygen [cytoplasm] + coproporphyrinogen III [cytoplasm] --> 2.0 H2O [cytoplasm] + 2.0 CO2 [cytoplasm] + protoporphyrinogen [cytoplasm]	1.3.3.3	AFUA_1G07480	Porphyrin and chlorophyll metabolism
r0436YCM606R00310[m]	R2115	protoheme ferro-lyase (protoporphyrin-forming)	protoporphyrin [mitochondrion] + Fe2+ [mitochondrion] --> heme b [mitochondrion]	4.99.1.1	AFUA_5G07750	Porphyrin and chlorophyll metabolism
r0557YCM606R00084[c]	R2116	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing); porphobilinogen ammonia-lyase (polymerizing)	H2O [cytoplasm] + 4.0 porphobilinogen [cytoplasm] --> hydroxymethylbilane [cytoplasm] + 4.0 NH3 [cytoplasm]	2.5.1.61	AFUA_3G13120 or AFUA_5G11760	Porphyrin and chlorophyll metabolism
r0935YCM606R00036[c]	R2117	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	2.0 5-aminolevulinate [cytoplasm] --> 2.0 H2O [cytoplasm] + porphobilinogen [cytoplasm]	4.2.1.24	AFUA_1G08760	Porphyrin and chlorophyll metabolism
r0942YCM606R03222[m]	R2118	protoporphyrinogen-IX:oxygen oxidoreductase	3.0 oxygen [mitochondrion] + 2.0 protoporphyrinogen [mitochondrion] --> 6.0 H2O [mitochondrion] + 2.0 protoporphyrin [mitochondrion]	1.3.3.4	AFUA_6G08440	Porphyrin and chlorophyll metabolism
r0998YCM606R03947[c]	R2119	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	NAD(+) [cytoplasm] + precorrin-2 [cytoplasm] --> NADH [cytoplasm] + sirohydrochlorin [cytoplasm]	1.3.1.76	AFUA_7G05680	Porphyrin and chlorophyll metabolism
r0999YCM606R02864[c]	R2120	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	sirohydrochlorin [cytoplasm] + Fe2+ [cytoplasm] --> siroheme [cytoplasm]	4.99.1.4	AFUA_7G05680	Porphyrin and chlorophyll metabolism
r1081YCM606R03197[c]	R2121	Uroporphyrinogen-III carboxy-lyase	uroporphyrinogen III [cytoplasm] --> 4.0 CO2 [cytoplasm] + coproporphyrinogen III [cytoplasm]	4.1.1.37	AFUA_1G05060	Porphyrin and chlorophyll metabolism
r1082YCM606R03194[c]	R2122	S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	2.0 S-adenosyl-L-methionine [cytoplasm] + uroporphyrinogen III [cytoplasm] --> 2.0 S-adenosyl-L-homocysteine [cytoplasm] + precorrin-2 [cytoplasm]	2.1.1.107	AFUA_3G06600	Porphyrin and chlorophyll metabolism
r1083YCM606R03165[c]	R2123	Hydroxymethylbilane hydro-lyase(cyclizing)	hydroxymethylbilane [cytoplasm] --> H2O [cytoplasm] + uroporphyrinogen III [cytoplasm]	4.2.1.75	AFUA_6G12800	Porphyrin and chlorophyll metabolism
r1089iLC915R00078[m]	R2124	Fe(II):oxygen oxidoreductase; Fe2+:oxygen oxidoreductase	oxygen [mitochondrion] + 4.0 Fe2+ [mitochondrion] <=> 2.0 H2O [mitochondrion] + 4.0 Fe3+ [mitochondrion]	1.16.3.1	AFUA_4G10510	Porphyrin and chlorophyll metabolism
r1756AORYZAER02480[n]	R2125	Cytochrome c apocytochrome-c-lyase	heme b [nucleus] + apocytochrome C [nucleus] <=> cytochrome c [nucleus]	4.4.1.17	AFUA_4G04600 or AFUA_4G07120	Porphyrin and chlorophyll metabolism
r1756AORYZAER02480[c]	R2126	Cytochrome c apocytochrome-c-lyase	heme b [cytoplasm] + apocytochrome C [cytoplasm] <=> cytochrome c [cytoplasm]	4.4.1.17	AFUA_4G04600 or AFUA_4G07120	Porphyrin and chlorophyll metabolism
r1756AORYZAER02480[m]	R2127	Cytochrome c apocytochrome-c-lyase	heme b [mitochondrion] + apocytochrome C [mitochondrion] <=> cytochrome c [mitochondrion]	4.4.1.17	AFUA_4G04600 or AFUA_4G07120	Porphyrin and chlorophyll metabolism
r1760AORYZAE[c]	R2128	Precorrin-2 dehydrogenase	sirohydrochlorin [cytoplasm] + Fe2+ [cytoplasm] --> siroheme [cytoplasm]	4.99.1.4	AFUA_7G05680	Porphyrin and chlorophyll metabolism
r682[c]	R2129	S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	sirohydrochlorin [cytoplasm] --> siroheme [cytoplasm]	2.1.1.107	AFUA_7G05680	Porphyrin and chlorophyll metabolism
r860iLC915R04972[c]	R2130	Uroporphyrinogen I carboxy-lyase	uroporphyrinogen-I [cytoplasm] <=> 4.0 CO2 [cytoplasm] + coproporphyrinogen I [cytoplasm]	4.1.1.37	AFUA_1G05060	Porphyrin and chlorophyll metabolism
r860iLC915R04972[m]	R2131	Uroporphyrinogen I carboxy-lyase	uroporphyrinogen-I [mitochondrion] <=> 4.0 CO2 [mitochondrion] + coproporphyrinogen I [mitochondrion]	4.1.1.37	AFUA_1G05060	Porphyrin and chlorophyll metabolism
R01681KEGGR01681[c]	R2591	hypotaurine:NAD+ oxidoreductase	H2O [cytoplasm] + NAD(+) [cytoplasm] + hypotaurine [cytoplasm] <=> NADH [cytoplasm] + taurine [cytoplasm]	1.8.1.3		Taurine and hypotaurine metabolism
R01687KEGGR01687[c]	R2592	(5-L-glutamyl)-peptide:taurine 5-glutamyltransferase	taurine [cytoplasm] + (5-L-Glutamyl)-peptide [cytoplasm] <=> peptide [cytoplasm] + 5-Glutamyl-taurine [cytoplasm]	2.3.2.2	AFUA_7G04760 or AFUA_4G13580	Taurine and hypotaurine metabolism
R02467KEGGR02467[c]	R2593	Cysteamine:oxygen oxidoreductase	oxygen [cytoplasm] + cysteamine [cytoplasm] <=> hypotaurine [cytoplasm]	1.13.11.19		Taurine and hypotaurine metabolism
R04935KEGGR04935[c]	R2594	(5-L-glutamyl)-peptide:Se-Methylselenocysteine 5-glutamyltransferase	(5-L-Glutamyl)-peptide [cytoplasm] + selenomethylselenocysteine [cytoplasm] <=> peptide [cytoplasm] + 5-L-Glutamyl-Se-methylselenocysteine [cytoplasm]	2.3.2.2	AFUA_7G04760 or AFUA_4G13580	Taurine and hypotaurine metabolism
RXN0299MetaCyc[n]	R2595	"Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)"	oxygen [nucleus] + 2-oxoglutarate [nucleus] + taurine [nucleus] --> CO2 [nucleus] + succinate [nucleus] + sulfite [nucleus] + aminoacetaldehyde [nucleus]	1.14.11.17	AFUA_6G10720 or AFUA_4G00110 or AFUA_8G02210	Taurine and hypotaurine metabolism
RXN0299MetaCyc[c]	R2596	"Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)"	oxygen [cytoplasm] + 2-oxoglutarate [cytoplasm] + taurine [cytoplasm] --> CO2 [cytoplasm] + succinate [cytoplasm] + sulfite [cytoplasm] + aminoacetaldehyde [cytoplasm]	1.14.11.17	AFUA_6G10720 or AFUA_4G00110 or AFUA_8G02210	Taurine and hypotaurine metabolism
RXN0299MetaCyc[p]	R2597	"Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)"	oxygen [peroxisome] + 2-oxoglutarate [peroxisome] + taurine [peroxisome] --> CO2 [peroxisome] + succinate [peroxisome] + sulfite [peroxisome] + aminoacetaldehyde [peroxisome]	1.14.11.17	AFUA_6G10720 or AFUA_4G00110 or AFUA_8G02210	Taurine and hypotaurine metabolism
r0457YCM606[c]	R2598	g-glutamyltransferase	glutathione [cytoplasm] + L-alanine [cytoplasm] --> Cys-Gly [cytoplasm] + L-gamma-glutamyl-L-alanine [cytoplasm]	2.3.2.2; 3.4.19.13	AFUA_7G04760 or AFUA_4G13580	Taurine and hypotaurine metabolism
r214[n]	R2599	Alpha-ketoglutarate-dependent taurine dioxygenase	oxygen [nucleus] + 2-oxoglutarate [nucleus] + taurine [nucleus] --> CO2 [nucleus] + succinate [nucleus] + sulfite [nucleus] + aminoacetaldehyde [nucleus]	1.14.11.17	AFUA_8G02210 or AFUA_7G06030 or AFUA_6G10720	Taurine and hypotaurine metabolism
r214[c]	R2600	Alpha-ketoglutarate-dependent taurine dioxygenase	oxygen [cytoplasm] + 2-oxoglutarate [cytoplasm] + taurine [cytoplasm] --> CO2 [cytoplasm] + succinate [cytoplasm] + sulfite [cytoplasm] + aminoacetaldehyde [cytoplasm]	1.14.11.17	AFUA_8G02210 or AFUA_7G06030 or AFUA_6G10720	Taurine and hypotaurine metabolism
r417iLC915R04159[c]	R2601	(5-L-glutamyl)-peptide:amino-acid 5-glutamyltransferase	Amino acid [cytoplasm] + (5-L-Glutamyl)-peptide [cytoplasm] <=> peptide [cytoplasm] + 5-L-Glutamyl amino acid [cytoplasm]	2.3.2.2	AFUA_7G04760 or AFUA_4G13580	Taurine and hypotaurine metabolism
r852iLC915R02466[c]	R2602	3-sulfino-L-alanine carboxy-lyase	3-sulfino-L-alanine [cytoplasm] --> CO2 [cytoplasm] + hypotaurine [cytoplasm]	4.1.1.15; 4.1.1.29	AFUA_6G13490 or AFUA_3G11120 or AFUA_8G06020	Taurine and hypotaurine metabolism
r852iLC915R02466[m]	R2603	3-sulfino-L-alanine carboxy-lyase	3-sulfino-L-alanine [mitochondrion] --> CO2 [mitochondrion] + hypotaurine [mitochondrion]	4.1.1.15; 4.1.1.29	AFUA_6G13490 or AFUA_3G11120 or AFUA_8G06020	Taurine and hypotaurine metabolism
r985AORYZAER01682[c]	R2604	3-Sulfo-L-alanine carboxy-lyase (taurine-forming)	L-cysteate [cytoplasm] --> CO2 [cytoplasm] + taurine [cytoplasm]	4.1.1.15; 4.1.1.29	AFUA_6G13490 or AFUA_3G11120 or AFUA_8G06020	Taurine and hypotaurine metabolism
r985AORYZAER01682[m]	R2605	3-Sulfo-L-alanine carboxy-lyase (taurine-forming)	L-cysteate [mitochondrion] --> CO2 [mitochondrion] + taurine [mitochondrion]	4.1.1.15; 4.1.1.29	AFUA_6G13490 or AFUA_3G11120 or AFUA_8G06020	Taurine and hypotaurine metabolism
R00022KEGGR00022[c]	R95	chitobiose N-acetylglucosaminohydrolase	H2O [cytoplasm] + chitobiose [cytoplasm] --> 2.0 2-Acetamido-2-deoxy-D-glucose [cytoplasm]	3.2.1.52	AFUA_8G04060 or AFUA_2G00640 or AFUA_3G11780	Amino sugar and nucleotide sugar metabolism
R00022KEGGR00022[e]	R96	chitobiose N-acetylglucosaminohydrolase	H2O [extracellular] + chitobiose [extracellular] --> 2.0 2-Acetamido-2-deoxy-D-glucose [extracellular]	3.2.1.52	AFUA_8G05020	Amino sugar and nucleotide sugar metabolism
R00660KEGGR00660[c]	R97	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase	UDP-N-acetyl-D-glucosamine [cytoplasm] + phosphoenolpyruvate [cytoplasm] <=> phosphate [cytoplasm] + UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine [cytoplasm]	2.5.1.7	AFUA_2G09590	Amino sugar and nucleotide sugar metabolism
R00660KEGGR00660[m]	R98	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase	UDP-N-acetyl-D-glucosamine [mitochondrion] + phosphoenolpyruvate [mitochondrion] <=> phosphate [mitochondrion] + UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine [mitochondrion]	2.5.1.7	AFUA_2G09590	Amino sugar and nucleotide sugar metabolism
R01206KEGGR01206[e]	R99	"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase"	chitin [extracellular] --> 2-Acetamido-2-deoxy-D-glucose [extracellular]	3.2.1.14	AFUA_6G13720 or AFUA_3G07110 or AFUA_8G01410 or AFUA_7G08490 or AFUA_5G03850 or AFUA_6G09780 or AFUA_3G11280 or AFUA_1G02800 or AFUA_5G01400 or AFUA_5G03960 or AFUA_5G03530 or AFUA_5G06840 or AFUA_8G00700 or AFUA_1G00310 or AFUA_3G07160 or AFUA_7G05140 or AFUA_6G09310 or AFUA_5G03760	Amino sugar and nucleotide sugar metabolism
R01384KEGGR01384[c]	R100	UDP-D-glucuronate carboxy-lyase (UDP-D-xylose-forming)	UDP-glucuronate [cytoplasm] <=> CO2 [cytoplasm] + UDP-alpha-D-xylose [cytoplasm]	4.1.1.35		Amino sugar and nucleotide sugar metabolism
